feature,bin,score_contribution
engagement_rate_30d,0.68557974053035,0.6571802508429445
engagement_rate_30d,0.7021629901760678,0.663021111147952
engagement_rate_30d,0.7206466920991565,0.6704742671175374
engagement_rate_30d,0.7393159921687562,0.6712638582088681
engagement_rate_30d,0.7611830788117606,0.6803787345368172
engagement_rate_30d,0.7887510499131767,0.7140348452543664
engagement_rate_30d,0.8222587226605726,0.748994131280136
engagement_rate_30d,0.8574062812046579,0.844803868927057
reply_rate_90d,0.0009681999941968,-0.2716788944863683
reply_rate_90d,0.022218694726084502,-0.29073812169422236
reply_rate_90d,0.0348737292018482,-0.28772406179218546
reply_rate_90d,0.04406546988285165,-0.25924953001818857
reply_rate_90d,0.0534577038025319,-0.2480501396497558
reply_rate_90d,0.06524164578378006,-0.23044412436697226
reply_rate_90d,0.07376258293665136,-0.22764692800864814
reply_rate_90d,0.08088533619434085,-0.2261240605542432
reply_rate_90d,0.08917912655830476,-0.22417426670056728
reply_rate_90d,0.0950743059967839,-0.22259569498345055
reply_rate_90d,0.10149469030150204,-0.2193812064390942
reply_rate_90d,0.10961087916260451,-0.21722650142687025
reply_rate_90d,0.11620693925049985,-0.21428912401144076
reply_rate_90d,0.12318356390836116,-0.2110544705573093
reply_rate_90d,0.13134576091191097,-0.20749958611623584
reply_rate_90d,0.13827919319546833,-0.20486252981541872
reply_rate_90d,0.1450496627577389,-0.20088046183915803
reply_rate_90d,0.15176162720160086,-0.19812398112191137
reply_rate_90d,0.16053644963276853,-0.14436619900660203
reply_rate_90d,0.1672954626925721,-0.14179963943487772
reply_rate_90d,0.17365572956608288,-0.138468982892325
reply_rate_90d,0.18083592639376575,-0.1262144146171787
reply_rate_90d,0.18714829159924695,-0.12308499671144428
reply_rate_90d,0.1931769797026308,0.02653560602685392
reply_rate_90d,0.19983791964981004,0.029244441012507727
reply_rate_90d,0.2081281618445867,0.03317955837595286
reply_rate_90d,0.2148749421515635,0.03714153548167637
reply_rate_90d,0.22231384358780334,0.03914112670660341
reply_rate_90d,0.22883774398667167,0.06260462897133844
reply_rate_90d,0.23719208610309966,0.065426543476345
reply_rate_90d,0.24580328376824367,0.06784043040266488
reply_rate_90d,0.25326246347279535,0.07130129019504025
reply_rate_90d,0.2602861320358849,0.07432297925478368
reply_rate_90d,0.2675817503102518,0.07596791909621815
reply_rate_90d,0.27667018045766145,0.07840959440012729
reply_rate_90d,0.28545641304464675,0.08057868837637108
reply_rate_90d,0.2926822559638502,0.08347048994730706
reply_rate_90d,0.3020777693407217,0.085181598086648
reply_rate_90d,0.3115838584532694,0.08853844161925706
reply_rate_90d,0.3219401425583063,0.09110567126979467
reply_rate_90d,0.3311422511343699,0.09396817884163461
reply_rate_90d,0.3394243411726923,0.09637295984761242
reply_rate_90d,0.34849838797341104,0.09833298162156016
reply_rate_90d,0.3570260181489813,0.09982812991708322
reply_rate_90d,0.3658199192949202,0.10002229951722966
reply_rate_90d,0.37640378705252064,0.10189296875682542
reply_rate_90d,0.3879821044769953,0.11032424139598529
reply_rate_90d,0.3974808623472522,0.11240681732939573
reply_rate_90d,0.40776933117478786,0.1266992528862325
reply_rate_90d,0.41984315949533035,0.12935448849180545
reply_rate_90d,0.43335098907399755,0.13160709120115124
reply_rate_90d,0.44736490767989157,0.13723287537395007
reply_rate_90d,0.4583373486099782,0.13993991589199284
reply_rate_90d,0.47200703266837435,0.14514308061422432
reply_rate_90d,0.4919974262268435,0.1472863301574212
reply_rate_90d,0.5109840328204511,0.17149376211758083
reply_rate_90d,0.5306922286035536,0.24003613343682878
reply_rate_90d,0.5504701577231458,0.2650189524896665
reply_rate_90d,0.5743002639113416,0.27317852239443846
reply_rate_90d,0.5991165513614004,0.2767980464042819
reply_rate_90d,0.6456434318763697,0.2870480338959036
reply_rate_90d,0.7098131642325025,0.4865925169046593
opt_out_risk,0.0016347027771861,0.4032690875292006
opt_out_risk,0.009915603510662951,0.3984918120761202
opt_out_risk,0.01768069068169645,0.39396292350200524
opt_out_risk,0.02312519931403375,0.37077322763255083
opt_out_risk,0.02953058460342885,0.34895061787298814
opt_out_risk,0.03590905413392345,0.2947216457980566
opt_out_risk,0.04037663361994005,0.2604375548617218
opt_out_risk,0.04469394635928995,0.25666216506727507
opt_out_risk,0.050180217271777405,0.22857151573316237
opt_out_risk,0.05505554496706905,0.22509421604487176
opt_out_risk,0.0597394317066444,0.17702711027251467
opt_out_risk,0.06480740960202445,0.17382733174902834
opt_out_risk,0.06982331761358154,0.171636818334985
opt_out_risk,0.07469196456348884,0.1675927995246969
opt_out_risk,0.07962212272880945,0.1653063112535908
opt_out_risk,0.08353507960127779,0.1630076536612531
opt_out_risk,0.08730685946083744,0.1597186104722753
opt_out_risk,0.0917949746438519,0.15715543749506838
opt_out_risk,0.097412692826294,0.1418786288429968
opt_out_risk,0.10223622119309819,0.1370011678878616
opt_out_risk,0.10669318296054289,0.1338105370319908
opt_out_risk,0.1125029392595619,0.12985454550655776
opt_out_risk,0.1187935142067006,0.1252122387897602
opt_out_risk,0.1224945549200914,0.12313177375173454
opt_out_risk,0.12669436839571152,0.11909924909813455
opt_out_risk,0.13076665423171396,0.11586076714364632
opt_out_risk,0.1357325624182463,0.1127504795928931
opt_out_risk,0.13995368584538892,0.10748631520306322
opt_out_risk,0.14382110321891717,0.10441300000457394
opt_out_risk,0.15012754550645585,0.10230585669409797
opt_out_risk,0.1556323553163485,0.09994340493796662
opt_out_risk,0.16022528459066154,0.09627103043211017
opt_out_risk,0.1646038097910607,0.09297764648087033
opt_out_risk,0.16953387202166434,0.0882758913932445
opt_out_risk,0.1748395302904206,0.08442222802663628
opt_out_risk,0.1794724030535364,0.08056505193024402
opt_out_risk,0.18578177278937824,0.07750569473129312
opt_out_risk,0.1909737475001674,0.07268891651875004
opt_out_risk,0.19638445329143175,0.06927492136737655
opt_out_risk,0.2020730873119594,0.06624825600575594
opt_out_risk,0.20926089635510925,0.06093908006352922
opt_out_risk,0.216167375938663,-0.03603424317591368
opt_out_risk,0.22453063403362244,-0.04037530560795562
opt_out_risk,0.23105152377970967,-0.056838306565793896
opt_out_risk,0.23920551961534955,-0.23167901060815468
opt_out_risk,0.2477290918369211,-0.23888197271640324
opt_out_risk,0.2549766269391571,-0.24432525593465745
opt_out_risk,0.26353152804191654,-0.24963144423189723
opt_out_risk,0.2720259812445617,-0.25317967714091344
opt_out_risk,0.28386293743011626,-0.2587733614036303
opt_out_risk,0.29390382903706086,-0.26723523929236626
opt_out_risk,0.3054950533204192,-0.2715468813465002
opt_out_risk,0.3183257398029168,-0.3426933396315116
opt_out_risk,0.32770445373787865,-0.34860115890160775
opt_out_risk,0.3426020201102644,-0.3541774114090191
opt_out_risk,0.3610839837338906,-0.3961525957516487
opt_out_risk,0.3774153410805834,-0.4019091080622923
opt_out_risk,0.39519302817622326,-0.4142812342041422
opt_out_risk,0.41937661736327236,-0.45762385662455485
opt_out_risk,0.4517567783686003,-0.5421277051871233
opt_out_risk,0.49198076936143403,-0.5648253642537963
opt_out_risk,0.5520450120819171,-0.8763166920867029
mms_affinity,0.0063746646168633,-0.5639442271771803
mms_affinity,0.07267479757325629,-0.13993574690040986
mms_affinity,0.10091664079636864,-0.1341003895090916
mms_affinity,0.11827349652901925,-0.19028991010466625
mms_affinity,0.1422274270891781,-0.18733866733642196
mms_affinity,0.15798388075392875,-0.183748090215432
mms_affinity,0.17326614234661025,-0.17271213883703546
mms_affinity,0.18916230320462135,-0.17011665367953666
mms_affinity,0.2020601987686944,-0.1679416048710746
mms_affinity,0.21463663821318013,-0.16078414936044577
mms_affinity,0.22481348138630014,-0.1575609380392846
mms_affinity,0.23555727551768174,-0.15360482086992866
mms_affinity,0.24498141783525135,-0.15127549359600395
mms_affinity,0.2562361260054153,-0.1484730928295262
mms_affinity,0.267891695159012,-0.14630394255841678
mms_affinity,0.2792163999600915,-0.14305126454007977
mms_affinity,0.28806855682032106,-0.1402326218262108
mms_affinity,0.2974678319183033,-0.13776883865103623
mms_affinity,0.30682082108615627,-0.13510137846146122
mms_affinity,0.315884926483046,-0.1222661289025589
mms_affinity,0.32440516437158945,-0.11665814968746097
mms_affinity,0.333388016456148,-0.1133862009807702
mms_affinity,0.3409082299495555,-0.09522233897081232
mms_affinity,0.34970864492717246,-0.09257649290142192
mms_affinity,0.35987973783975624,-0.08944917055728106
mms_affinity,0.3685846155357083,-0.08683369452606597
mms_affinity,0.3774705647135437,-0.08411494344462385
mms_affinity,0.38691298253575235,-0.08149395066093443
mms_affinity,0.39578779814412623,-0.07840590423326538
mms_affinity,0.4050501331355876,-0.07485960278964188
mms_affinity,0.41233802643556405,-0.07299098493218839
mms_affinity,0.4196896257762669,-0.07056984588131127
mms_affinity,0.4297586013256396,-0.06550034963138465
mms_affinity,0.43907964183783854,-0.0626412689986012
mms_affinity,0.4497206139554232,-0.05990957325640221
mms_affinity,0.4602384688472111,-0.056512560454416695
mms_affinity,0.47077795784189197,-0.05313591064554292
mms_affinity,0.48138422392888996,0.06684418780900483
mms_affinity,0.4900709212729306,0.0796120578270239
mms_affinity,0.4976799678037527,0.09065937617629077
mms_affinity,0.508846957370537,0.09317636579426294
mms_affinity,0.5183808239525676,0.09632407122472604
mms_affinity,0.5282544074328044,0.09871150607813003
mms_affinity,0.5409645397901033,0.10075727313543627
mms_affinity,0.5532478662453506,0.10370218801309933
mms_affinity,0.565443175927405,0.1290719864159537
mms_affinity,0.5797917355728874,0.1350605484013135
mms_affinity,0.5924806887674641,0.1813999965482878
mms_affinity,0.603742176784538,0.227645645349595
mms_affinity,0.6161610297340303,0.2307234426146268
mms_affinity,0.6272676403302433,0.23334429885736813
mms_affinity,0.6402011488179513,0.2356331133917417
mms_affinity,0.6539057061503207,0.238759729108017
mms_affinity,0.6671570211457302,0.2410485729256252
mms_affinity,0.6814695136009432,0.24429243210552165
mms_affinity,0.6980295078665484,0.246597950917499
mms_affinity,0.7135348934728108,0.24958085807244879
mms_affinity,0.7339242746544566,0.2516630175218591
mms_affinity,0.7593523486577194,0.2540809785153547
mms_affinity,0.7900009477768546,0.25492998331802025
mms_affinity,0.8252273791897027,0.261103703443028
mms_affinity,0.8672991327322979,0.5181515406866384
